"NÚMERO DE REGISTRO";"TÍTULO";"DESCRIÇÃO";"CLASSE THESAURUS";"CLASSE";"REFERÊNCIA DE AQUISIÇÃO";"FONTE";"FORMA DE AQUISIÇÃO";"VALOR";"SETOR"
310.069;"Camisa";"Camisa masculina, na cor branca, tamanho M, estilo social, utilizada como uniforme dos trabalhadores voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.070;"Blazer";"Blazer masculino, na cor azul, tamanho G, utilizada como uniforme dos trabalhadores voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.071;"Vestido";"Vestido na cor marfim florido, tamanho 36, utilizado pelas trabalhadoras voluntárias dos Jogos Olímpicos e Paralímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.072;"Camisa";"Camisa pólo, de poliéster, na cor vermelha, tamanho M, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.073;"Camisa";"Camisa pólo, de poliéster, na cor amarela, tamanho GG, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.074;"Camisa";"Camisa pólo, de poliéster, na cor azul, tamanho G, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.075;"Camisa";"Camisa pólo, de poliéster, na cor verde, tamanho M, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.076;"Calça";"Calça masculina, de poliéster, na cor bege, tamanho P, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.077;"Calça";"Calça masculina, de poliéster, na cor bege, tamanho G, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.078;"Camiseta";"Camiseta de poliéster, na cor branca, tamanho GG, utilizada para o revezamento da tocha paralímpica - Jogos Paralímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.079;"Short";"Short de poliéster, na cor branca, tamanho GG, utilizada para o revezamento da tocha paralímpica - Jogos Paralímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.080;"Camiseta";"Camiseta de poliéster, na cor branca, tamanho GG, utilizada para o revezamento da tocha olímpica - Jogos Olímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.081;"Short";"Short de poliéster, na cor branca, tamanho GG, utilizada para o revezamento da tocha olímpica - Jogos Olímpicos Rio 2016.";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.082;"Jaqueta";"Jaqueta de poliéster, na cor vermelha, tamanho GG, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.083;"Jaqueta";"Jaqueta de poliéster, na cor amarela, tamanho M, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.084;"Jaqueta";"Jaqueta de poliéster, na cor verde, tamanho M, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
310.085;"Jaqueta";"Jaqueta de poliéster, na cor azul, tamanho GG, utilizada pelos voluntários dos Jogos Olímpicos e Paralímpicos Rio 2016";"09.2";"09.2 - OBJETO COMEMORATIVO";"597/2017";"Museu Histórico Nacional";"Incorporação";;"RESERVA TÉCNICA"
309.957;"Caderneta de endereços";"Caderneta de endereços da Brindes Brasil Ltda., com capa em couro na cor verde, contendo logotipo da Panair do Brasil S. A. e a inscrição ""PANAIR DO BRASIL"", na cor dourada.";"10.1";"10.1 - DOCUMENTO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.838;"Kit de escritório";"Kit de escritório contendo estojo, um lápis, um bloco de anotações, uma caderneta e uma flâmula de plástico.";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.872;"Lápis";"Lápis na cor marfim e verde, com logotipo da Panair do Brasil S. A., e a inscrição ""AS AEROVIAS DA PANAIR - SÃO ARTERIAS DO BRASIL"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";250;"RESERVA TÉCNICA"
309.873;"Lápis";"Lápis na cor bege e verde, com logotipo da Panair do Brasil S. A., e a inscrição ""VIA PANAIR - PAN AMERICAN AIRWAYS SYSTEM - A Maior Rêde Aeroviaria do Mundo - Passageiros - Correspondencia - Encommendas"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";250;"RESERVA TÉCNICA"
309.874;"Lápis";"Lápis na cor bege e verde, com logotipo da Panair do Brasil S. A., e a inscrição ""PANAIR DO BRASIL - A Soberana do Atlântico Sul"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";250;"RESERVA TÉCNICA"
309.875;"Caneta de pena";"Caneta de pena, em madeira e metal, na cor bege com inscrições em verde ""AS AEROVIAS DA PANAIR - SÃO ARTERIAS DO BRASIL"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.876;"Caneta de pena";"Caneta de pena, em madeira e metal, na cor marfim, com logotipo da Panair do Brasil S. A., e a inscrição ""VIA PANAIR - PAN AMERICAN AIRWAYS SYSTEM - A Maior Rêde Aeroviaria do Mundo - Passageiros - Correspondencia - Encommendas"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.877;"Caneta de pena";"Caneta de pena, em madeira e metal, na cor bege e verde, com logotipo da Panair do Brasil S. A., e a inscrição ""VIA PANAIR - PAN AMERICAN AIRWAYS SYSTEM - A Maior Rêde Aeroviaria do Mundo - Passageiros - Correspondencia - Encommendas"".";"10.2";"10.2 - EQUIPAMENTO DE COMUNICACAO ESCRITA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.848;"Telefone";"Telefone da Companhia Telefônica Brasileira, na cor preta, utilizado pelos funcionários do MHN.";"10.4";"10.4 - EQUIPAMENTO DE TELECOMUNICACAO";"437/2017";"Museu Histórico Nacional";"Incorporação";350;"RESERVA TÉCNICA"
310.031;"Telefone";"Telefone de mesa da Siemens do Brasil, década de 1970, indústria brasileira. Telefone na cor verde, com fio flexível e, devido ao seu formato, foi apelidado de “tartaruga”. Utilizado predominantemente em escritórios comerciais, repartições públicas e aeroportos.";"10.4";"10.4 - EQUIPAMENTO DE TELECOMUNICACAO";"505/2017";"Maria Isabel Ribeiro Lenzi";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.338;"Camiseta";"Camiseta de algodão, na cor branca, com as inscrições “VIVA A VILA - AUTÓDROMO - RIO SEM REMOÇÕES”.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"249/2017";"Sandra Maria de Souza Teixeira";"Doa&ccedil;&atilde;o";30;"RESERVA TÉCNICA"
309.339;"Camiseta";"Camiseta de algodão, na cor branca, com as inscrições “MUSEU DAS REMOÇÕES”.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"249/2017";"Sandra Maria de Souza Teixeira";"Doa&ccedil;&atilde;o";30;"RESERVA TÉCNICA"
309.345;"Faixa";"Faixa em tecido com a inscrição “Vamos à luta”. ";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"257/2017";"Lucas Cuba Martins e Helena Santiago de Souza Cuba Martins";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.879;"Flâmula de propaganda";"Flâmula na cor verde escura, com alça em cordão de tecido na cor branca, e logotipo da Panair do Brasil S. A. dentr de um globo.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.880;"Flâmula de propaganda";"Flâmula em tecido, em formato triangular, com fundo branco e logotipo da Panair do Brasil S. A. na cor verde. Inscrições ""Panair do Brasil"" na frente e ""TV FONE 42-45- 92 RIO"" no verso.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.881;"Flâmula de propaganda";"Flâmula em tecido, em formato triangular, com fundo branco e logotipo da Panair do Brasil S. A. na cor verde. Inscrições em verde ""Panair do Brasil"" na frente e "" Rua Claudino 133 Fone 31 7475 - S. Paulo"" no verso.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.882;"Flâmula de propaganda";"Flâmula em tecido, em formato triangular, com fundo branco extremamente amarelado e logotipo da Panair do Brasil S. A. bordado. Inscrição ""Panair do Brasil"" na parte frontal, em trabalho bordado, na cor verde.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.883;"Flâmula de propaganda";"Flâmula em tecido, da Comercial Silk (RJ), em formato triangular, com fundo em tom rosáceo, e logotipos da Panair do Brasil S. A., da Pan American Airways e da ""O. F."", todos nas cores azul e branca. Inscrições nas cores azul e branca.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.884;"Flâmula de propaganda";"Flâmula em tecido, da A Casa da Flâmula (RJ), em formato triangular, com fundo na cor branca e logotipo da Panair do Brasil S. A. dentro de um mapa do Brasil estilizado. Inscrições na parte frontal: "" Associação dos Pilotos da panair do Brasil"" e ""A.P.P.A.A.B.""";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.885;"Flâmula de propaganda";"Flâmula em tecido, da Comercial Silk (RJ), em formato triangular, com fundo na cor marrom e detalhes em amarelo, imagem da aeronave DC-7C e as inscrições ""DC-7C"" e ""Panair do Brasil"".";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.928;"Chaveiro";"Chaveiro de metal, em formato de gota, com logotipo da Panair do Brasil S. A., logotipo da A Frota Bandeirante e imagem de aeronave.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.929;"Chaveiro";"Chaveiro de metal, em formato quadrangular com bordas arredondadas, contendo, de um lado, imagem de aeronave e inscrição ""DC-7C"" em fundo na cor verde e, de outro, logotipo da Panair do Brasil S. A. com a inscrição ""PANAIR DO BRASIL"".";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.930;"Chaveiro";"Chaveiro de metal dourado, em formato arredondado, com a inscrição ""PANAIR"" em fundo verde com quatro estrelas no quadrante superior e uma no inferior.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.931;"Chaveiro";"Chaveiro de metal dourado, em formato arredondado e coroa de louros nas extremidades, com as inscrições ""PANAIR"", em fundo verde com quatro estrelas no quadrante superior e uma no inferior, e ""22-10-1929"" no quadrante inferior da borda.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.932;"Chaveiro";"Chaveiro de metal prateado, em formato arredondado e borda inferior serrilhada, com relevos de figuras de avião e globo terrestre e as inscrições ""PANAIR DO BRASIL - 30 ANOS - 1929 - 1959"".";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.933;"Chaveiro";"Chaveiro de metal prateado, em formato arredondado, com logotipo da Panair do Brasil S. A. em relevo.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.934;"Chaveiro";"Chaveiro de metal prateado, em formato arredondado, com imagem de um avião em relevo de um lado e as inscrições ""PANAIR DO BRASIL - APRESENTA O - JATO DC-8"" de outro.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.935;"Chaveiro";"Chaveiro de metal prateado, em formato arredondado, com logotipo da Panair do Brasil S. A. em fundo verde e amarelo de um lado e, de outro, imagem de aeronave e a inscrição ""PANAIR DO BRASIL"".";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.936;"Chaveiro";"Chaveiro de metal prateado, em formato arredondado, com logotipo da Panair do Brasil S. A. em fundo verde e amarelo de um lado e, de outro, imagem de aeronave e a inscrição ""PANAIR DO BRASIL"".";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.937;"Chaveiro";"Chaveiro de metal dourado, em formato arredondado, com imagem de aeronave em relevo de um lado e as inscrições ""PANAIR DO BRASIL - APRESENTA O - JATO DC-8"" de outro.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.938;"Chaveiro";"Chaveiro de metal dourado, em formato quadricular e bordas arredondadas, com figura de avião em relevo e a inscrição ""DC-7C"" de um lado e logotipo da Panair do Brasil S. A. e a inscrição ""PANAIR DO BRASIL"" de outro.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.939;"Chaveiro";"Chaveiro de metal dourado, da Randal, de formato arredondado, com figura de avião em relevo de um lado e as inscrições ""LEMBRANÇA DE UMA VIAGEM NO MAGNÍFICO DC-8 O JATO DA PANAIR"". Acompanha embalagem de caixa, em papelão, na cor verde.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.940;"Chaveiro";"Chaveiro de metal dourado, da Randal, em formato quadricular com bordas arredondadas, com imagem de aeronave em relevo e a inscrição ""DC-7C"" em fundo verde de um lado e a inscrição ""PANAIR DO BRASIL"" e logotipo, de outro. Acompanha embalagem de caixa, em papelão, na cor verde.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.941;"Chaveiro";"Chaveiro de metal dourado, de formato arredondado com borda inferior serrilhada, com relevos de figuras de avião e globo terrestre e as inscrições ""PANAIR DO BRASIL - 30 ANOS - 1929 - 1959"". Acompanha embalagem de madeira e papel na cor verde, forrada com tecido na parte interna.";"10.5";"10.5 - MATERIAL DE PROPAGANDA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";170;"RESERVA TÉCNICA"
309.832;"Fivela";"Fivela em metal cromado, com logotipo da Panair do Brasil S. A.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.942;"Fivela de cinto";"Fivela de cinto em metal cromado com logotipo da Panair do Brasil S. A. em relevo.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";450;"RESERVA TÉCNICA"
309.943;"Fivela de cinto";"Fivela de cinto em metal cromado com logotipo da Panair do Brasil S. A. em relevo.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";450;"RESERVA TÉCNICA"
309.944;"Fivela de cinto";"Fivela de cinto em metal prateado com logotipo da Panair do Brasil S. A. em relevo na cor verde.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";450;"RESERVA TÉCNICA"
309.945;"Fivela de cinto";"Fivela de cinto em metal prateado com logotipo da Panair do Brasil S. A. em relevo na cor verde.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";450;"RESERVA TÉCNICA"
309.959;"Abotoadura";"Abotoadura de metal, de formato circular, da Panair do Brasil S. A., com figura de aeronave em relevo.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.960;"Abotoadura";"Abotoadura de metal, de formato circular, da Panair do Brasil S. A., com figura de aeronave em relevo.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.970;"Alfinete (indumentária)";"Alfinete acessório de indumentária da Panair do Brasil S. A., em metal dourado, com formato do logotipo da empresa aérea.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.971;"Alfinete (indumentária)";"Alfinete acessório de indumentária da Panair do Brasil S. A., em metal dourado, com formato do logotipo da empresa aérea.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.972;"Alfinete (indumentária)";"Alfinete acessório de indumentária da Panair do Brasil S. A., em metal dourado, com formato do logotipo da empresa aérea. Possui pino de travamento em metal.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.973;"Alfinete de gravata";"Alfinete para prender gravata da Panair do Brasil S. A., da Randal, em metal dourado. Possui botão circundado por coroa de louros e as datas 1929-1954, comemorativo dos 25 anos da Panair do Brasil.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";350;"RESERVA TÉCNICA"
309.974;"Botão";"Botão acessório de indumentária, em metal dourado, da Panair do Brasil S. A. Possui dois fechos no verso.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.975;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado, e formato de aeronave.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.976;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.977;"Botão (fragmento)";"Botão (fragmento) acessório de indumentária da Panair do Brasil S. A., em metal dourado.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.978;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado e formato de logotipo da empresa aérea.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.979;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal prateado.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.980;"Botão (fragmento)";"Botão (fragmento) acessório de indumentária da Panair do Brasil S. A., em metal dourado.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.981;"Pingente";"Pingente em metal dourado da Panair do Brasil S. A.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.982;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado. Alfinete de fixação encontra-se quebrado.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.983;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado (escurecido).";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.984;"Pingente";"Pingente em metal dourado da Panair do Brasil S. A. Acompanha caixa.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.985;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado. Acompanha caixa.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.986;"Botão";"Botão acessório de indumentária da Panair do Brasil S. A., em metal dourado. Acompanha caixa.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.987;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com duas asas e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.988;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com duas asas e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.989;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com duas asas e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.990;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com duas asas e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.991;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com duas asas e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.992;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com uma asa do lado direito e ramos de louro. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.993;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato de logotipo da empresa aérea. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.994;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com uma asa do lado direito, ramos de louro e representação de hélice. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.995;"Broche";"Broche acessório de indumentária, em metal dourado, da Panair do Brasil S. A., em formato arredondado com uma asa do lado direito, ramos de louro e duas bandeiras cruzadas. Possui alfinete de fixação.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.996;"Alfinete de gravata";"Alfinete de gravata em metal dourado da Panair do Brasil S. A., produzido por Morgan's, com figura de aeronave em relevo.";"12.1";"12.1 - ACESSORIO DE INDUMENTARIA";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";;"RESERVA TÉCNICA"
309.013;"Cinzeiro";"Cinzeiro, em cerâmica, na cor branca, com padrão decorativo em craquelê e logotipo da Panair do Brasil S. A. na cor verde.";"12.2";"12.2 - ARTIGO DE TABAGISMO";"004/2017";"Panair do Brasil S. A.";"Doa&ccedil;&atilde;o";60;"RESERVA TÉCNICA"
